"str_cia_CVM","dte_refer","dt_publi"
"DOHLER S.A.","2015-09-30","2015-11-12"
"SCHULZ S.A.","2015-03-31","2015-05-13"
"SCHULZ S.A.","2015-06-30","2015-08-06"
"SCHULZ S.A.","2015-09-30","2015-11-13"
"METALURGICA RIOSULENSE S.A.","2015-03-31","2015-05-19"
"METALURGICA RIOSULENSE S.A.","2015-06-30","2015-08-13"
"METALURGICA RIOSULENSE S.A.","2015-09-30","2015-11-13"
"METISA METALURGICA TIMBOENSE S.A.","2015-03-31","2015-05-07"
"METISA METALURGICA TIMBOENSE S.A.","2015-06-30","2015-08-13"
"METISA METALURGICA TIMBOENSE S.A.","2015-09-30","2015-11-09"
"POMIFRUTAS S/A","2015-03-31","2015-05-15"
"POMIFRUTAS S/A","2015-06-30","2015-08-14"
"POMIFRUTAS S/A","2015-09-30","2015-11-13"
"JOSAPAR-JOAQUIM OLIVEIRA S.A. - PARTICIP","2015-03-31","2015-05-15"
"JOSAPAR-JOAQUIM OLIVEIRA S.A. - PARTICIP","2015-06-30","2015-08-13"
"JOSAPAR-JOAQUIM OLIVEIRA S.A. - PARTICIP","2015-09-30","2015-11-06"
"FRAS-LE S.A.","2015-03-31","2015-05-12"
"FRAS-LE S.A.","2015-06-30","2015-08-11"
"FRAS-LE S.A.","2015-09-30","2015-11-10"
"MUNDIAL S.A. - PRODUTOS DE CONSUMO","2015-03-31","2015-05-28"
"MUNDIAL S.A. - PRODUTOS DE CONSUMO","2015-06-30","2015-09-21"
"MUNDIAL S.A. - PRODUTOS DE CONSUMO","2015-09-30","2015-11-16"
"MARCOPOLO S.A.","2015-03-31","2015-05-04"
"MARCOPOLO S.A.","2015-06-30","2015-08-03"
"MARCOPOLO S.A.","2015-09-30","2015-11-03"
"RANDON S.A. IMPLEMENTOS E PARTICIPACOES","2015-03-31","2015-05-13"
"RANDON S.A. IMPLEMENTOS E PARTICIPACOES","2015-06-30","2015-08-12"
"RANDON S.A. IMPLEMENTOS E PARTICIPACOES","2015-09-30","2015-11-11"
"SLC AGRICOLA S.A.","2015-03-31","2015-05-06"
"SLC AGRICOLA S.A.","2015-06-30","2015-08-12"
"SLC AGRICOLA S.A.","2015-09-30","2015-11-11"
"KLABIN S.A.","2015-03-31","2015-04-27"
"KLABIN S.A.","2015-06-30","2015-07-23"
"KLABIN S.A.","2015-09-30","2015-10-26"
"GRENDENE S.A.","2015-03-31","2015-04-23"
"GRENDENE S.A.","2015-06-30","2015-07-23"
"GRENDENE S.A.","2015-09-30","2015-10-22"
"MINUPAR PARTICIPACOES S.A.","2015-03-31","2015-05-14"
"MINUPAR PARTICIPACOES S.A.","2015-06-30","2015-08-14"
"MINUPAR PARTICIPACOES S.A.","2015-09-30","2015-11-13"
"UNICASA INDÚSTRIA DE MÓVEIS S.A.","2015-03-31","2015-05-07"
"UNICASA INDÚSTRIA DE MÓVEIS S.A.","2015-06-30","2015-08-13"
"UNICASA INDÚSTRIA DE MÓVEIS S.A.","2015-09-30","2015-11-12"
"RECRUSUL S.A.","2015-03-31","2015-10-19"
"RECRUSUL S.A.","2015-06-30","2015-10-19"
"RECRUSUL S.A.","2015-09-30","2015-11-13"
"KEPLER WEBER S.A.","2015-03-31","2015-05-11"
"KEPLER WEBER S.A.","2015-06-30","2015-08-14"
"KEPLER WEBER S.A.","2015-09-30","2015-11-13"
"GRAZZIOTIN S.A.","2015-03-31","2015-05-11"
"GRAZZIOTIN S.A.","2015-06-30","2015-08-07"
"GRAZZIOTIN S.A.","2015-09-30","2015-11-10"
"TREVISA INVESTIMENTOS S.A.","2015-03-31","2015-05-15"
"TREVISA INVESTIMENTOS S.A.","2015-06-30","2015-08-14"
"TREVISA INVESTIMENTOS S.A.","2015-09-30","2015-11-06"
"DIMED S.A. DISTRIBUIDORA DE MEDICAMENTOS","2015-03-31","2015-05-15"
"DIMED S.A. DISTRIBUIDORA DE MEDICAMENTOS","2015-06-30","2015-08-14"
"DIMED S.A. DISTRIBUIDORA DE MEDICAMENTOS","2015-09-30","2015-11-13"
"METALURGICA GERDAU S.A.","2015-03-31","2015-05-06"
"METALURGICA GERDAU S.A.","2015-06-30","2015-08-12"
"METALURGICA GERDAU S.A.","2015-09-30","2015-10-29"
"PANATLANTICA S.A.","2015-03-31","2015-05-15"
"PANATLANTICA S.A.","2015-06-30","2015-08-13"
"PANATLANTICA S.A.","2015-09-30","2015-11-12"
"LOJAS RENNER S.A.","2015-03-31","2015-04-29"
"LOJAS RENNER S.A.","2015-06-30","2015-07-30"
"LOJAS RENNER S.A.","2015-09-30","2015-10-22"
"TAURUS ARMAS S.A.","2015-03-31","2015-05-15"
"TAURUS ARMAS S.A.","2015-06-30","2015-08-14"
"TAURUS ARMAS S.A.","2015-09-30","2015-11-13"
"TELEC BRASILEIRAS S.A. TELEBRAS","2016-03-31","2016-05-13"
"TELEC BRASILEIRAS S.A. TELEBRAS","2016-06-30","2016-08-15"
"TELEC BRASILEIRAS S.A. TELEBRAS","2016-09-30","2016-11-14"
"AMERICANAS S.A.","2016-03-31","2016-05-05"
"AMERICANAS S.A.","2016-06-30","2016-08-11"
"AMERICANAS S.A.","2016-09-30","2016-11-10"
"ENERGISA S.A.","2016-03-31","2016-05-13"
"ENERGISA S.A.","2016-06-30","2016-08-12"
"ENERGISA S.A.","2016-09-30","2016-11-11"
"FERROVIA CENTRO-ATLANTICA S.A.","2016-03-31","2016-05-11"
"FERROVIA CENTRO-ATLANTICA S.A.","2016-06-30","2016-08-10"
"FERROVIA CENTRO-ATLANTICA S.A.","2016-09-30","2016-11-14"
"CIELO S.A.","2016-03-31","2016-05-02"
"CIELO S.A.","2016-06-30","2016-08-01"
"CIELO S.A.","2016-09-30","2016-11-08"
"NEOENERGIA S.A.","2016-03-31","2016-05-12"
"NEOENERGIA S.A.","2016-06-30","2016-08-11"
"NEOENERGIA S.A.","2016-09-30","2016-11-11"
"GAFISA S.A.","2016-03-31","2016-05-05"
"GAFISA S.A.","2016-06-30","2016-08-11"
"GAFISA S.A.","2016-09-30","2016-11-08"
"PORTO SEGURO S.A.","2016-03-31","2016-05-03"
"PORTO SEGURO S.A.","2016-06-30","2016-08-02"
"PORTO SEGURO S.A.","2016-09-30","2016-10-31"
"TEGMA GESTAO LOGISTICA S.A.","2016-03-31","2016-05-10"
"TEGMA GESTAO LOGISTICA S.A.","2016-06-30","2016-08-09"
"TEGMA GESTAO LOGISTICA S.A.","2016-09-30","2016-11-10"
"PADTEC HOLDING S.A.","2016-03-31","2016-05-13"
"PADTEC HOLDING S.A.","2016-06-30","2016-08-15"
"PADTEC HOLDING S.A.","2016-09-30","2016-11-14"
"RUMO S.A.","2016-03-31","2016-05-12"
"RUMO S.A.","2016-06-30","2016-08-12"
"RUMO S.A.","2016-09-30","2016-11-10"
"CPFL ENERGIA S.A.","2016-03-31","2016-05-12"
"CPFL ENERGIA S.A.","2016-06-30","2016-08-11"
"CPFL ENERGIA S.A.","2016-09-30","2016-11-10"
"ENGIE BRASIL ENERGIA S.A.","2016-03-31","2016-05-05"
"ENGIE BRASIL ENERGIA S.A.","2016-06-30","2016-07-28"
"ENGIE BRASIL ENERGIA S.A.","2016-09-30","2016-10-27"
"TELEFÔNICA BRASIL S.A","2016-03-31","2016-04-27"
"TELEFÔNICA BRASIL S.A","2016-06-30","2016-07-26"
"TELEFÔNICA BRASIL S.A","2016-09-30","2016-10-25"
"SANTOS BRASIL PARTICIPACOES S.A.","2016-03-31","2016-05-09"
"SANTOS BRASIL PARTICIPACOES S.A.","2016-06-30","2016-08-03"
"SANTOS BRASIL PARTICIPACOES S.A.","2016-09-30","2016-11-09"
"JBS S.A.","2016-03-31","2016-05-12"
"JBS S.A.","2016-06-30","2016-08-10"
"JBS S.A.","2016-09-30","2016-11-14"
"HYPERA S.A.","2016-03-31","2016-04-27"
"HYPERA S.A.","2016-06-30","2016-07-22"
"HYPERA S.A.","2016-09-30","2016-10-28"
"EQUATORIAL ENERGIA S.A.","2016-03-31","2016-05-12"
"EQUATORIAL ENERGIA S.A.","2016-06-30","2016-08-10"
"EQUATORIAL ENERGIA S.A.","2016-09-30","2016-11-14"
"LIGHT S.A.","2016-03-31","2016-05-12"
"LIGHT S.A.","2016-06-30","2016-08-03"
"LIGHT S.A.","2016-09-30","2016-11-10"
"BRADESPAR S.A.","2016-03-31","2016-05-12"
"BRADESPAR S.A.","2016-06-30","2016-08-12"
"BRADESPAR S.A.","2016-09-30","2016-11-11"
"CPFL GERACAO DE ENERGIA S.A.","2016-03-31","2016-05-12"
"CPFL GERACAO DE ENERGIA S.A.","2016-06-30","2016-08-11"
"CPFL GERACAO DE ENERGIA S.A.","2016-09-30","2016-11-10"
"EDP - ENERGIAS DO BRASIL S.A.","2016-03-31","2016-05-02"
"EDP - ENERGIAS DO BRASIL S.A.","2016-06-30","2016-07-25"
"EDP - ENERGIAS DO BRASIL S.A.","2016-09-30","2016-10-31"
"ECORODOVIAS INFRAESTRUTURA E LOGÍSTICA S.A.","2016-03-31","2016-05-12"
"ECORODOVIAS INFRAESTRUTURA E LOGÍSTICA S.A.","2016-06-30","2016-08-11"
"ECORODOVIAS INFRAESTRUTURA E LOGÍSTICA S.A.","2016-09-30","2016-11-09"
"ENEVA S.A","2016-03-31","2016-05-12"
"ENEVA S.A","2016-06-30","2016-08-11"
"ENEVA S.A","2016-09-30","2016-11-11"
"BIOMM S.A.","2016-03-31","2016-05-13"
"BIOMM S.A.","2016-06-30","2016-08-12"
"BIOMM S.A.","2016-09-30","2016-11-11"
"METALFRIO SOLUTIONS S.A.","2016-03-31","2016-05-09"
"METALFRIO SOLUTIONS S.A.","2016-06-30","2016-08-09"
"METALFRIO SOLUTIONS S.A.","2016-09-30","2016-11-10"
"SER EDUCACIONAL S.A.","2016-03-31","2016-05-06"
"SER EDUCACIONAL S.A.","2016-06-30","2016-08-05"
"SER EDUCACIONAL S.A.","2016-09-30","2016-11-04"
"BANCO SANTANDER S.A.","2016-03-31","2016-05-03"
"BANCO SANTANDER S.A.","2016-06-30","2016-08-01"
"BANCO SANTANDER S.A.","2016-09-30","2016-11-02"
"ALIANSCE SONAE SHOPPING CENTERS S.A.","2016-03-31","2016-05-09"
"ALIANSCE SONAE SHOPPING CENTERS S.A.","2016-06-30","2016-08-03"
"ALIANSCE SONAE SHOPPING CENTERS S.A.","2016-09-30","2016-11-03"
"GOL LINHAS AEREAS INTELIGENTES S.A.","2016-03-31","2016-05-11"
"GOL LINHAS AEREAS INTELIGENTES S.A.","2016-06-30","2016-08-16"
"GOL LINHAS AEREAS INTELIGENTES S.A.","2016-09-30","2016-11-07"
"BR MALLS PARTICIPACOES S.A.","2016-03-31","2016-05-13"
"BR MALLS PARTICIPACOES S.A.","2016-06-30","2016-08-11"
"BR MALLS PARTICIPACOES S.A.","2016-09-30","2016-11-14"
"BR PROPERTIES S.A.","2016-03-31","2016-05-03"
"BR PROPERTIES S.A.","2016-06-30","2016-08-10"
"BR PROPERTIES S.A.","2016-09-30","2016-11-09"
"M.DIAS BRANCO S.A. IND COM DE ALIMENTOS","2016-03-31","2016-05-02"
"M.DIAS BRANCO S.A. IND COM DE ALIMENTOS","2016-06-30","2016-08-01"
"M.DIAS BRANCO S.A. IND COM DE ALIMENTOS","2016-09-30","2016-10-31"
"AMBEV S.A.","2016-03-31","2016-05-04"
"AMBEV S.A.","2016-06-30","2016-07-29"
"AMBEV S.A.","2016-09-30","2016-10-28"
"BRASILAGRO - CIA BRAS DE PROP AGRICOLAS","2016-03-31","2016-05-05"
"BRASILAGRO - CIA BRAS DE PROP AGRICOLAS","2016-09-30","2016-11-03"
"BRASILAGRO - CIA BRAS DE PROP AGRICOLAS","2016-12-31","2017-02-02"
"SPRINGS GLOBAL PARTICIPACOES S.A.","2016-03-31","2016-04-19"
"SPRINGS GLOBAL PARTICIPACOES S.A.","2016-06-30","2016-08-11"
"SPRINGS GLOBAL PARTICIPACOES S.A.","2016-09-30","2016-11-10"
"CR2 EMPREENDIMENTOS IMOBILIARIOS S.A.","2016-03-31","2016-05-12"
"CR2 EMPREENDIMENTOS IMOBILIARIOS S.A.","2016-06-30","2016-08-11"
"CR2 EMPREENDIMENTOS IMOBILIARIOS S.A.","2016-09-30","2016-11-10"
"GP INVESTMENTS, LTD.","2016-03-31","2016-05-13"
"GP INVESTMENTS, LTD.","2016-06-30","2016-08-11"
"GP INVESTMENTS, LTD.","2016-09-30","2016-11-10"
"TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.","2016-03-31","2016-05-04"
"TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.","2016-06-30","2016-08-08"
"TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.","2016-09-30","2016-11-08"
"TECNISA S.A.","2016-03-31","2016-05-11"
"TECNISA S.A.","2016-06-30","2016-08-12"
"TECNISA S.A.","2016-09-30","2016-11-10"
"LPS BRASIL - CONSULTORIA DE IMOVEIS S.A.","2016-03-31","2016-05-09"
"LPS BRASIL - CONSULTORIA DE IMOVEIS S.A.","2016-06-30","2016-08-15"
"LPS BRASIL - CONSULTORIA DE IMOVEIS S.A.","2016-09-30","2016-11-10"
"JHSF PARTICIPACOES S.A.","2016-03-31","2016-05-16"
"JHSF PARTICIPACOES S.A.","2016-06-30","2016-08-16"
"JHSF PARTICIPACOES S.A.","2016-09-30","2016-11-15"
"EZ TEC EMPREEND. E PARTICIPACOES S.A.","2016-03-31","2016-05-12"
"EZ TEC EMPREEND. E PARTICIPACOES S.A.","2016-06-30","2016-08-11"
"EZ TEC EMPREEND. E PARTICIPACOES S.A.","2016-09-30","2016-11-09"
"MRV ENGENHARIA E PARTICIPACOES S.A.","2016-03-31","2016-05-12"
"MRV ENGENHARIA E PARTICIPACOES S.A.","2016-06-30","2016-08-11"
"MRV ENGENHARIA E PARTICIPACOES S.A.","2016-09-30","2016-11-09"
"GUARARAPES CONFECCOES S.A.","2016-03-31","2016-05-13"
"GUARARAPES CONFECCOES S.A.","2016-06-30","2016-08-09"
"GUARARAPES CONFECCOES S.A.","2016-09-30","2016-11-07"
"CPFL ENERGIAS RENOVÁVEIS S.A.","2016-03-31","2016-05-11"
"CPFL ENERGIAS RENOVÁVEIS S.A.","2016-06-30","2016-08-10"
"CPFL ENERGIAS RENOVÁVEIS S.A.","2016-09-30","2016-11-09"
"CIA CELG DE PARTICIPACOES - CELGPAR","2016-03-31","2016-05-13"
"CIA CELG DE PARTICIPACOES - CELGPAR","2016-06-30","2016-08-12"
"CIA CELG DE PARTICIPACOES - CELGPAR","2016-09-30","2016-11-14"
"BRASIL BROKERS PARTICIPACOES S.A.","2016-03-31","2016-05-12"
"BRASIL BROKERS PARTICIPACOES S.A.","2016-06-30","2016-08-11"
"BRASIL BROKERS PARTICIPACOES S.A.","2016-09-30","2016-11-14"
"TRISUL S.A.","2016-03-31","2016-05-13"
"TRISUL S.A.","2016-06-30","2016-08-15"
"TRISUL S.A.","2016-09-30","2016-11-11"
"DOMMO ENERGIA S.A.","2016-03-31","2016-05-13"
"DOMMO ENERGIA S.A.","2016-06-30","2016-08-12"
"DOMMO ENERGIA S.A.","2016-09-30","2016-11-11"
"OSX BRASIL S.A.","2016-03-31","2016-06-09"
"OSX BRASIL S.A.","2016-06-30","2016-08-16"
"OSX BRASIL S.A.","2016-09-30","2016-11-11"
"TECHNOS S.A.","2016-03-31","2016-04-28"
"TECHNOS S.A.","2016-06-30","2016-07-28"
"TECHNOS S.A.","2016-09-30","2016-10-27"
"PETRO RIO S.A.","2016-03-31","2016-05-12"
"PETRO RIO S.A.","2016-06-30","2016-08-11"
"PETRO RIO S.A.","2016-09-30","2016-11-14"
"ALPER CONSULTORIA E CORRETORA DE SEGUROS S.A.","2016-03-31","2016-05-12"
"ALPER CONSULTORIA E CORRETORA DE SEGUROS S.A.","2016-06-30","2016-08-09"
"ALPER CONSULTORIA E CORRETORA DE SEGUROS S.A.","2016-09-30","2016-11-10"
"MOURA DUBEUX ENGENHARIA S/A","2016-03-31","2016-05-12"
"MOURA DUBEUX ENGENHARIA S/A","2016-06-30","2016-08-10"
"MOURA DUBEUX ENGENHARIA S/A","2016-09-30","2016-11-11"
"HIDROVIAS DO BRASIL S.A.","2016-03-31","2016-05-13"
"HIDROVIAS DO BRASIL S.A.","2016-06-30","2016-08-15"
"HIDROVIAS DO BRASIL S.A.","2016-09-30","2016-11-14"
"PARANA BCO S.A.","2016-03-31","2016-05-03"
"PARANA BCO S.A.","2016-06-30","2016-08-11"
"PARANA BCO S.A.","2016-09-30","2016-11-14"
"SANSUY S.A. INDUSTRIA DE PLASTICOS","2016-03-31","2016-05-10"
"SANSUY S.A. INDUSTRIA DE PLASTICOS","2016-06-30","2016-08-10"
"SANSUY S.A. INDUSTRIA DE PLASTICOS","2016-09-30","2016-11-09"
"TRONOX PIGMENTOS DO BRASIL S.A.","2016-03-31","2016-05-13"
"TRONOX PIGMENTOS DO BRASIL S.A.","2016-06-30","2016-08-11"
"TRONOX PIGMENTOS DO BRASIL S.A.","2016-09-30","2016-11-11"
"AREZZO INDÚSTRIA E COMÉRCIO S.A.","2016-03-31","2016-05-04"
"AREZZO INDÚSTRIA E COMÉRCIO S.A.","2016-06-30","2016-08-03"
"AREZZO INDÚSTRIA E COMÉRCIO S.A.","2016-09-30","2016-11-03"
"DIRECIONAL ENGENHARIA S.A.","2016-03-31","2016-05-09"
"DIRECIONAL ENGENHARIA S.A.","2016-06-30","2016-08-08"
"DIRECIONAL ENGENHARIA S.A.","2016-09-30","2016-11-16"
"LOCALIZA RENT A CAR S.A.","2016-03-31","2016-04-25"
"LOCALIZA RENT A CAR S.A.","2016-06-30","2016-07-21"
"LOCALIZA RENT A CAR S.A.","2016-09-30","2016-10-20"
"ALFA HOLDINGS S.A.","2016-03-31","2016-05-13"
"ALFA HOLDINGS S.A.","2016-06-30","2016-08-11"
"ALFA HOLDINGS S.A.","2016-09-30","2016-11-10"
"CONSORCIO ALFA DE ADMINISTRACAO S.A.","2016-03-31","2016-05-13"
"CONSORCIO ALFA DE ADMINISTRACAO S.A.","2016-06-30","2016-08-11"
"CONSORCIO ALFA DE ADMINISTRACAO S.A.","2016-09-30","2016-11-10"
"INTERNATIONAL MEAL COMPANY ALIMENTACAO S.A.","2016-03-31","2016-05-11"
"INTERNATIONAL MEAL COMPANY ALIMENTACAO S.A.","2016-06-30","2016-08-16"
"INTERNATIONAL MEAL COMPANY ALIMENTACAO S.A.","2016-09-30","2016-11-10"
"COSAN LOGISTICA S.A.","2016-03-31","2016-05-04"
"COSAN LOGISTICA S.A.","2016-06-30","2016-08-10"
"COSAN LOGISTICA S.A.","2016-09-30","2016-11-09"
"INSTITUTO HERMES PARDINI S.A.","2016-03-31","2017-02-14"
"INSTITUTO HERMES PARDINI S.A.","2016-06-30","2017-02-14"
"INSTITUTO HERMES PARDINI S.A.","2016-09-30","2017-02-14"
"OURO FINO SAUDE ANIMAL PARTICIPACOES S.A.","2016-03-31","2016-05-10"
"OURO FINO SAUDE ANIMAL PARTICIPACOES S.A.","2016-06-30","2016-08-09"
"OURO FINO SAUDE ANIMAL PARTICIPACOES S.A.","2016-09-30","2016-11-14"
"CIA TECIDOS SANTANENSE","2016-03-31","2016-05-09"
"CIA TECIDOS SANTANENSE","2016-06-30","2016-08-09"
"CIA TECIDOS SANTANENSE","2016-09-30","2016-11-10"
"MOVIDA PARTICIPACOES SA","2016-03-31","2016-05-13"
"MOVIDA PARTICIPACOES SA","2016-06-30","2016-08-11"
"MOVIDA PARTICIPACOES SA","2016-09-30","2016-11-14"
"CIA TECIDOS NORTE DE MINAS COTEMINAS","2016-03-31","2016-05-16"
"CIA TECIDOS NORTE DE MINAS COTEMINAS","2016-06-30","2016-08-15"
"CIA TECIDOS NORTE DE MINAS COTEMINAS","2016-09-30","2016-11-14"
"MILLS ESTRUTURAS E SERVIÇOS DE ENGENHARIA S.A.","2016-03-31","2016-05-05"
"MILLS ESTRUTURAS E SERVIÇOS DE ENGENHARIA S.A.","2016-06-30","2016-08-03"
"MILLS ESTRUTURAS E SERVIÇOS DE ENGENHARIA S.A.","2016-09-30","2016-11-07"
"BCO ABC BRASIL S.A.","2016-03-31","2016-05-05"
"BCO ABC BRASIL S.A.","2016-06-30","2016-08-04"
"BCO ABC BRASIL S.A.","2016-09-30","2016-11-04"
"SUL AMERICA S.A.","2016-03-31","2016-04-28"
"SUL AMERICA S.A.","2016-06-30","2016-07-28"
"SUL AMERICA S.A.","2016-09-30","2016-10-26"
"PETROLEO BRASILEIRO S.A. PETROBRAS","2016-03-31","2016-05-12"
"PETROLEO BRASILEIRO S.A. PETROBRAS","2016-06-30","2016-08-11"
"PETROLEO BRASILEIRO S.A. PETROBRAS","2016-09-30","2016-11-10"
"LOJAS AMERICANAS S.A.","2016-03-31","2016-05-05"
"LOJAS AMERICANAS S.A.","2016-06-30","2016-08-11"
"LOJAS AMERICANAS S.A.","2016-09-30","2016-11-10"
"CIA SIDERURGICA NACIONAL","2016-03-31","2016-05-12"
"CIA SIDERURGICA NACIONAL","2016-06-30","2016-08-15"
"CIA SIDERURGICA NACIONAL","2016-09-30","2016-11-14"
"MONTEIRO ARANHA S.A.","2016-03-31","2016-05-19"
"MONTEIRO ARANHA S.A.","2016-06-30","2016-08-12"
"MONTEIRO ARANHA S.A.","2016-09-30","2016-11-14"
"ULTRAPAR PARTICIPACOES S.A.","2016-03-31","2016-05-11"
"ULTRAPAR PARTICIPACOES S.A.","2016-06-30","2016-08-10"
"ULTRAPAR PARTICIPACOES S.A.","2016-09-30","2016-11-09"
"VALE S.A.","2016-03-31","2016-04-28"
"VALE S.A.","2016-06-30","2016-07-28"
"VALE S.A.","2016-09-30","2016-10-27"
"GERDAU S.A.","2016-03-31","2016-05-04"
"GERDAU S.A.","2016-06-30","2016-08-10"
"GERDAU S.A.","2016-09-30","2016-11-09"
"BRASKEM S.A.","2016-03-31","2016-05-05"
"BRASKEM S.A.","2016-06-30","2016-08-04"
"BRASKEM S.A.","2016-09-30","2016-11-10"
"LOG-IN LOGISTICA INTERMODAL S.A.","2016-03-31","2016-05-12"
"LOG-IN LOGISTICA INTERMODAL S.A.","2016-06-30","2016-08-11"
"LOG-IN LOGISTICA INTERMODAL S.A.","2016-09-30","2016-11-10"
"CENTRO DE IMAGEM DIAGNOSTICOS S.A.","2016-03-31","2016-10-28"
"CENTRO DE IMAGEM DIAGNOSTICOS S.A.","2016-06-30","2016-10-28"
"CENTRO DE IMAGEM DIAGNOSTICOS S.A.","2016-09-30","2016-11-10"
"EVEN CONSTRUTORA E INCORPORADORA S.A.","2016-03-31","2016-05-06"
"EVEN CONSTRUTORA E INCORPORADORA S.A.","2016-06-30","2016-08-11"
"EVEN CONSTRUTORA E INCORPORADORA S.A.","2016-09-30","2016-11-10"
"PROFARMA DISTRIB PROD FARMACEUTICOS S.A.","2016-03-31","2016-05-04"
"PROFARMA DISTRIB PROD FARMACEUTICOS S.A.","2016-06-30","2016-08-03"
"PROFARMA DISTRIB PROD FARMACEUTICOS S.A.","2016-09-30","2016-11-08"
"MAGAZINE LUIZA S.A.","2016-03-31","2016-05-05"
"MAGAZINE LUIZA S.A.","2016-06-30","2016-08-03"
"MAGAZINE LUIZA S.A.","2016-09-30","2016-10-31"
"HELBOR EMPREENDIMENTOS S.A.","2016-03-31","2016-05-12"
"HELBOR EMPREENDIMENTOS S.A.","2016-06-30","2016-08-11"
"HELBOR EMPREENDIMENTOS S.A.","2016-09-30","2016-11-10"
"BOMBRIL S.A.","2016-03-31","2016-04-26"
"BOMBRIL S.A.","2016-06-30","2016-08-11"
"BOMBRIL S.A.","2016-09-30","2016-11-07"
"VULCABRAS S.A.","2016-03-31","2016-05-05"
"VULCABRAS S.A.","2016-06-30","2016-08-09"
"VULCABRAS S.A.","2016-09-30","2016-11-09"
"NUTRIPLANT INDUSTRIA E COMERCIO S.A.","2016-03-31","2016-05-13"
"NUTRIPLANT INDUSTRIA E COMERCIO S.A.","2016-06-30","2016-08-12"
"NUTRIPLANT INDUSTRIA E COMERCIO S.A.","2016-09-30","2016-11-11"
"IGUATEMI EMPRESA DE SHOPPING CENTERS S.A","2016-03-31","2016-05-10"
"IGUATEMI EMPRESA DE SHOPPING CENTERS S.A","2016-06-30","2016-08-09"
"IGUATEMI EMPRESA DE SHOPPING CENTERS S.A","2016-09-30","2016-11-08"
"SAO MARTINHO S.A.","2016-06-30","2016-08-08"
"SAO MARTINHO S.A.","2016-09-30","2016-11-09"
"SAO MARTINHO S.A.","2016-12-31","2017-02-08"
"PLASCAR PARTICIPACOES INDUSTRIAIS S.A.","2016-03-31","2016-05-11"
"PLASCAR PARTICIPACOES INDUSTRIAIS S.A.","2016-06-30","2016-08-01"
"PLASCAR PARTICIPACOES INDUSTRIAIS S.A.","2016-09-30","2016-11-08"
"TOTVS S.A.","2016-03-31","2016-05-04"
"TOTVS S.A.","2016-06-30","2016-08-03"
"TOTVS S.A.","2016-09-30","2016-11-03"
"BICICLETAS MONARK S.A.","2016-03-31","2016-05-11"
"BICICLETAS MONARK S.A.","2016-06-30","2016-08-03"
"BICICLETAS MONARK S.A.","2016-09-30","2016-11-04"
"ODONTOPREV S.A.","2016-03-31","2016-04-27"
"ODONTOPREV S.A.","2016-06-30","2016-07-27"
"ODONTOPREV S.A.","2016-09-30","2016-10-26"
"WHIRLPOOL S.A.","2016-03-31","2016-04-27"
"WHIRLPOOL S.A.","2016-06-30","2016-07-25"
"WHIRLPOOL S.A.","2016-09-30","2016-10-26"
"PARANAPANEMA S.A.","2016-03-31","2016-04-28"
"PARANAPANEMA S.A.","2016-06-30","2016-08-22"
"PARANAPANEMA S.A.","2016-09-30","2016-10-26"
"MAHLE-METAL LEVE S.A.","2016-03-31","2016-05-11"
"MAHLE-METAL LEVE S.A.","2016-06-30","2016-08-10"
"MAHLE-METAL LEVE S.A.","2016-09-30","2016-11-09"
"FLEURY S.A.","2016-03-31","2016-04-28"
"FLEURY S.A.","2016-06-30","2016-07-28"
"FLEURY S.A.","2016-09-30","2016-10-27"
"ITAU UNIBANCO HOLDING S.A.","2016-03-31","2016-05-03"
"ITAU UNIBANCO HOLDING S.A.","2016-06-30","2016-08-02"
"ITAU UNIBANCO HOLDING S.A.","2016-09-30","2016-10-31"
"MANGELS INDUSTRIAL S.A.","2016-03-31","2016-05-13"
"MANGELS INDUSTRIAL S.A.","2016-06-30","2016-08-15"
"MANGELS INDUSTRIAL S.A.","2016-09-30","2016-11-11"
"ROSSI RESIDENCIAL S.A.","2016-03-31","2016-05-12"
"ROSSI RESIDENCIAL S.A.","2016-06-30","2016-08-11"
"ROSSI RESIDENCIAL S.A.","2016-09-30","2016-11-10"
"MANUFATURA DE BRINQUEDOS ESTRELA S.A.","2016-03-31","2016-05-11"
"MANUFATURA DE BRINQUEDOS ESTRELA S.A.","2016-06-30","2016-08-12"
"MANUFATURA DE BRINQUEDOS ESTRELA S.A.","2016-09-30","2016-11-11"
"CAMBUCI S.A.","2016-03-31","2016-06-24"
"CAMBUCI S.A.","2016-06-30","2016-08-12"
"CAMBUCI S.A.","2016-09-30","2016-11-10"
"IOCHPE MAXION S.A.","2016-03-31","2016-05-05"
"IOCHPE MAXION S.A.","2016-06-30","2016-08-04"
"IOCHPE MAXION S.A.","2016-09-30","2016-11-10"
"SIDERURGICA J. L. ALIPERTI S.A.","2016-03-31","2016-05-12"
"SIDERURGICA J. L. ALIPERTI S.A.","2016-06-30","2016-08-10"
"SIDERURGICA J. L. ALIPERTI S.A.","2016-09-30","2016-11-10"
"MARISA LOJAS S.A.","2016-03-31","2016-05-02"
"MARISA LOJAS S.A.","2016-06-30","2016-08-04"
"MARISA LOJAS S.A.","2016-09-30","2016-10-27"
